,close_price,starting_price,high_price,low_price,trading_volume
20200221092800,425,425,425,425,175
20200221092400,425,425,425,425,1276
20200221091900,425,425,425,425,1
20200221091600,419,420,420,419,2010
20200221091400,420,420,420,420,682
20200221091200,420,425,425,420,3001
20200221091000,425,425,425,425,1
20200221090900,418,418,418,418,5
20200221090800,425,425,425,425,6
20200221090700,425,420,425,420,966
20200221090400,418,420,420,418,6
20200221090200,417,420,420,417,2385
20200221090000,420,418,420,418,618
20200220153000,420,420,420,420,1299
20200220151900,423,422,423,420,1999
20200220151300,423,423,423,423,2
20200220150600,424,423,424,423,119
20200220143400,424,424,424,424,1
20200220143000,423,423,423,423,2200
20200220142800,421,421,421,421,2
20200220134900,423,423,423,423,1
20200220133700,420,420,420,420,1116
20200220133300,423,423,423,423,2
20200220133000,420,420,420,420,67
20200220132800,420,421,421,420,3200
20200220131800,421,421,421,421,416
20200220131600,422,422,422,422,250
20200220131400,422,422,422,422,100
20200220131000,422,422,422,422,4647
20200220130800,422,422,422,422,410
20200220130600,421,421,421,421,5
20200220130500,422,422,422,422,5
20200220130300,421,421,421,421,5
20200220130100,422,422,422,422,20
20200220125500,422,422,422,422,46
20200220125200,422,422,422,422,10
20200220125100,422,422,422,422,190
20200220124900,422,422,422,422,250
20200220124800,422,422,422,422,1
20200220124500,420,420,420,420,1250
20200220124400,420,422,422,420,101
20200220123800,422,422,422,422,430
20200220121900,422,422,422,422,10
20200220121000,422,422,422,422,10
20200220120900,422,422,422,422,10
20200220115800,422,422,422,422,200
20200220115700,420,420,420,420,10
20200220113800,422,422,422,422,1
20200220113500,421,421,421,421,1
20200220112600,421,421,421,421,26889
20200220111600,422,422,422,422,300
20200220110800,421,421,421,421,20000
20200220110700,421,421,421,421,271
20200220110400,422,422,422,422,200
20200220110300,422,422,422,422,1150
20200220105900,423,423,423,423,1732
20200220105500,423,423,423,423,8
20200220105000,423,423,423,423,1
20200220103900,423,423,423,423,500
20200220103500,423,423,423,423,3
20200220103400,423,423,423,423,67
20200220101800,424,424,424,424,1000
20200220101700,424,424,424,424,2600
20200220101000,424,424,424,424,1
20200220100900,420,420,420,420,11984
20200220100800,424,424,424,424,1320
20200220100200,424,424,424,424,20
20200220100100,423,423,423,423,5007
20200220095000,423,423,423,423,1
20200220094400,420,420,420,420,1000
20200220094300,423,423,423,423,3
20200220092900,423,423,423,423,60
20200220092200,424,424,424,424,1
20200220092100,420,420,420,420,2440
20200220092000,422,420,422,420,3647
20200220091300,419,419,419,419,989
20200220091200,422,425,425,422,12
20200220090900,425,425,425,425,1
20200220090800,423,423,426,423,140
20200220090000,423,423,423,423,249
20200219153000,423,423,423,423,220
20200219151800,422,422,422,422,5
20200219151700,423,423,423,423,5
20200219151600,423,423,423,423,100
20200219151500,422,422,422,422,390
20200219151400,423,423,423,423,2
20200219151000,422,423,423,422,7000
20200219150800,423,424,424,423,6
20200219150700,424,424,424,424,1
20200219150400,423,423,423,423,66
20200219150300,423,423,423,423,31
20200219150100,423,423,423,423,2
20200219145400,424,424,424,424,6
20200219144700,423,423,423,423,1662
20200219143700,423,423,423,423,11
20200219142800,423,423,423,423,211
20200219142100,423,422,423,422,836
20200219142000,422,422,422,422,186
20200219141900,422,422,422,422,116
20200219141700,422,423,423,422,13030
20200219141300,424,424,424,424,245
20200219141100,424,424,424,423,4052
20200219140400,423,423,423,423,5839
20200219140200,423,423,423,423,55
20200219140100,423,423,423,423,1388
20200219140000,424,424,424,424,17
20200219135600,424,423,424,423,5184
20200219135500,423,423,423,423,97
20200219135400,423,423,423,423,238
20200219135300,423,423,423,423,157
20200219135200,423,423,423,423,47
20200219135100,423,423,423,423,8117
20200219135000,423,423,423,423,141
20200219134900,423,423,423,423,203
20200219134800,423,423,423,423,90
20200219134400,424,424,424,424,1
20200219133600,424,424,424,424,4
20200219133300,424,424,424,424,2358
20200219132800,424,424,424,424,100
20200219132600,424,424,424,424,2
20200219132400,424,424,424,424,16
20200219132000,424,424,424,424,150
20200219130700,424,424,424,424,3
20200219130600,424,424,424,424,2
20200219124800,424,424,424,424,100
20200219122700,424,424,424,424,500
20200219122300,424,424,424,424,4
20200219122200,424,424,424,424,1
20200219121400,423,423,423,423,495
20200219121100,423,423,423,423,700
20200219120600,424,424,424,424,300
20200219115900,423,423,423,423,286
20200219115600,423,423,423,423,440
20200219115300,424,424,424,424,20
20200219114800,424,424,424,424,1
20200219114300,423,423,423,423,14579
20200219114200,424,424,424,424,10
20200219114000,424,424,424,424,20
20200219113900,424,424,424,424,30
20200219113800,424,424,424,424,100
20200219113700,424,424,424,424,650
20200219113200,425,425,425,425,150
20200219112100,426,426,426,426,1
20200219111200,425,425,425,425,72
20200219110400,426,426,426,426,1
20200219110000,425,425,425,425,25
20200219104600,426,425,426,425,13
20200219103900,426,426,426,426,23
20200219103700,425,423,425,423,474
20200219103100,425,425,425,425,100
20200219102600,425,425,425,425,4
20200219102500,422,422,422,422,700
20200219102400,422,422,422,422,10
20200219102100,425,425,425,425,10
20200219101700,422,422,422,422,990
20200219101200,426,426,426,426,1
20200219101000,426,426,426,426,33
20200219100700,426,426,426,426,1
20200219100600,423,423,423,423,280
20200219100400,422,423,423,422,200
20200219100100,426,424,426,424,28
20200219095800,425,426,426,425,72
20200219095700,426,426,426,426,5
20200219095300,426,426,426,426,62
20200219095200,426,426,426,426,1000
20200219094400,426,423,426,423,374
20200219093700,425,422,425,422,506
20200219093600,421,423,423,421,1000
20200219093500,423,423,423,423,137
20200219093400,424,424,424,424,29
20200219093300,424,424,424,424,291
20200219093100,425,425,425,425,1496
20200219092900,425,425,425,425,2000
20200219092700,425,425,425,425,556
20200219092600,426,426,426,426,2
20200219092200,425,425,425,425,12
20200219092100,425,425,425,425,732
20200219092000,425,425,425,425,50
20200219091800,425,425,425,425,20
20200219091600,425,426,426,425,836
20200219091500,426,426,426,426,500
20200219091100,425,425,425,425,595
20200219091000,425,426,426,425,1195
20200219090900,428,428,428,428,10
20200219090000,428,428,428,428,163
20200218153000,428,428,428,428,10600
20200218151900,428,428,428,428,500
20200218151800,429,429,429,429,200
20200218151600,428,428,428,428,200
20200218151300,429,429,429,429,1000
20200218151200,429,429,429,429,1
20200218151100,428,428,428,428,200
20200218150900,428,428,428,428,168
20200218150800,428,428,428,428,30
20200218150700,428,428,428,428,395
20200218150600,429,429,429,429,2864
20200218150200,430,429,430,429,501
20200218145900,430,430,430,430,13
20200218145800,429,429,429,429,100
20200218145600,430,430,430,430,1
20200218145500,429,429,429,429,149
20200218144800,430,429,430,429,501
20200218144600,429,429,429,429,100
20200218143000,431,431,431,431,1
20200218142700,429,429,429,429,50
20200218142500,431,431,431,431,6
20200218142300,431,429,431,429,1289
20200218142200,429,429,429,429,843
20200218142100,429,429,429,429,49
20200218141900,428,431,431,428,2301
20200218141800,428,428,428,428,402
20200218141600,431,431,431,431,3
20200218141300,428,428,428,428,15000
20200218141200,431,429,431,429,2306
20200218141000,431,429,431,429,451
20200218140400,432,430,432,430,1000
20200218140000,430,430,430,430,1
20200218135600,430,430,430,430,2
20200218135500,430,430,430,430,1
20200218135300,430,430,430,430,61
20200218135200,429,429,429,429,100
20200218134900,429,430,430,429,133
20200218132900,432,432,432,432,1
20200218131900,430,430,430,430,994
20200218131800,430,430,430,430,6
20200218131400,432,432,432,432,22
20200218130300,433,430,433,429,238
20200218130200,433,433,433,433,1
20200218130100,433,433,433,433,1
20200218124700,433,433,433,433,1
20200218124300,428,430,430,428,4402
20200218124100,430,432,432,430,700
20200218123900,433,432,433,432,501
20200218121400,432,432,432,432,100
20200218121000,433,433,433,433,17
20200218120400,433,433,433,433,3
20200218120200,433,433,433,433,11
20200218115500,433,433,433,433,306
20200218113400,433,434,434,433,6000
20200218113200,434,434,434,434,245
20200218113100,434,434,434,434,800
20200218112900,435,435,435,435,1
20200218112600,434,434,434,434,168
20200218112200,434,434,434,434,47
20200218112100,434,434,434,434,100
20200218111800,434,434,434,434,100
20200218111500,434,434,434,434,600
20200218111400,434,434,434,434,100
20200218110400,435,435,435,435,2
20200218105400,435,434,435,434,101
20200218105300,435,435,435,435,1
20200218105200,434,434,434,434,200
20200218105000,435,435,435,435,1
20200218104000,435,435,435,435,1
20200218103900,434,434,434,434,300
20200218103800,434,434,434,434,2584
20200218103600,434,434,434,434,100
20200218103400,435,435,435,435,2
20200218103300,434,434,434,434,4400
20200218103200,434,434,434,434,600
20200218102600,435,435,435,435,160
20200218101800,436,436,436,436,1
20200218101600,434,435,435,434,1575
20200218101500,435,435,435,435,60
20200218101400,435,435,435,435,378
20200218100500,435,435,435,435,651
20200218100100,436,436,436,436,1
20200218100000,435,435,435,435,292
20200218095600,436,436,436,436,10
20200218095500,435,435,435,435,100
20200218095300,434,435,435,434,4018
20200218095100,436,436,436,436,1
20200218095000,435,435,435,435,6
20200218094600,436,436,436,436,6
20200218094500,436,436,436,436,1
20200218093600,436,436,436,436,1838
20200218093000,436,436,436,436,1
20200218092400,436,436,436,436,14
20200218092300,436,436,436,436,1
20200218091900,432,436,436,432,506
20200218091800,436,433,436,433,114
20200218090100,436,436,436,436,767
20200218090000,436,436,436,436,1046
20200217153500,436,436,436,436,3
20200217153000,436,436,436,436,76
20200217151500,437,437,437,437,300
20200217151100,437,437,437,437,12
20200217150700,436,436,436,436,200
20200217145800,436,436,436,436,3
20200217145700,436,436,436,436,300
20200217145000,437,437,437,437,10
20200217144100,437,436,437,436,412
20200217144000,436,436,436,436,11
20200217143800,436,436,436,436,3
20200217143500,436,436,436,436,6
20200217140900,436,436,436,436,1
20200217135700,435,435,435,435,3
20200217135200,436,436,436,436,1000
20200217134400,436,436,436,436,782
20200217133800,435,435,435,435,100
20200217133400,435,435,435,435,348
20200217133200,435,435,435,435,1
20200217132800,433,433,433,433,1
20200217132600,435,435,435,435,2
20200217132400,433,433,433,433,734
20200217132300,434,434,434,434,392
20200217132000,435,435,435,435,500
20200217130900,435,435,435,435,200
20200217130800,435,435,435,435,10
20200217130700,435,435,435,435,12
20200217130500,435,435,435,435,9
20200217124500,435,435,435,435,11
20200217122300,435,435,435,435,5
20200217120100,433,433,433,433,330
20200217115800,435,435,435,435,1
20200217115300,433,433,433,433,1300
20200217114300,435,435,435,435,1
20200217113600,435,435,435,435,17
20200217111800,436,436,436,436,10
20200217111700,432,432,432,432,1230
20200217111600,433,434,434,433,5000
20200217111500,436,436,436,436,10
20200217111100,433,436,436,433,109
20200217110900,437,437,437,437,10
20200217110700,436,436,436,436,2
20200217110500,437,437,437,437,56
20200217110400,437,437,437,437,19
20200217105500,436,436,436,436,479
20200217103400,437,437,437,437,1
20200217103300,437,437,437,437,400
20200217103200,433,435,435,433,1000
20200217101900,438,438,438,438,1
20200217101500,437,437,437,437,450
20200217101000,438,438,438,438,7
20200217100000,439,439,439,439,3
20200217095900,439,439,439,439,61
20200217095600,440,436,440,436,600
20200217095400,436,436,436,436,3109
20200217095300,436,436,436,436,1000
20200217094900,436,436,436,436,1000
20200217094800,436,434,436,434,300
20200217094600,434,434,434,434,94
20200217093300,436,436,436,436,13
20200217092600,436,436,436,436,65
20200217092300,434,434,434,434,10
20200217092200,436,436,436,436,1
20200217091900,435,435,435,435,200
20200217091500,435,435,435,435,1
20200217090800,431,436,436,431,2452
20200217090500,436,436,436,436,1
20200217090400,431,431,431,431,3
20200217090200,436,436,436,436,3
20200217090000,435,435,435,435,1498
20200214153000,435,435,435,435,243
20200214151800,440,439,440,439,14982
20200214151700,438,438,438,438,7439
20200214151500,437,437,437,437,73
20200214151300,437,435,437,435,18240
20200214151200,434,434,434,434,2223
20200214145000,434,434,434,434,90
20200214144500,432,432,432,432,1360
20200214144300,432,432,432,432,21744
20200214144200,434,434,434,434,1
20200214142700,435,435,435,435,1
20200214142500,432,433,433,432,227
20200214141300,435,435,435,435,100
20200214141200,433,433,433,433,2
20200214141100,433,433,433,433,3
20200214140300,433,434,434,433,3053
20200214135700,435,435,435,435,1
20200214135500,432,433,433,432,2443
20200214135300,432,432,432,432,1551
20200214135200,434,433,434,432,3054
20200214134600,434,434,434,434,360
20200214134500,434,434,434,434,50
20200214132600,434,434,434,434,39
20200214131500,436,434,436,434,1000
20200214130700,434,434,434,434,1
20200214130500,433,433,433,433,100
20200214130400,434,434,434,434,10
20200214130000,434,434,434,434,1000
20200214125700,434,434,434,434,1
20200214125500,433,433,433,433,1
20200214124800,435,435,435,435,1
20200214124500,432,432,432,432,110
20200214123600,435,435,435,435,10
20200214123300,431,432,432,431,3919
20200214122700,435,435,435,432,5193
20200214122500,435,434,435,434,2301
20200214113400,437,437,437,437,5
20200214113300,437,437,437,437,79
20200214112700,437,437,437,437,1
20200214110600,437,437,437,437,3
20200214105300,437,437,437,437,230
20200214104900,437,437,437,437,1
20200214104700,431,435,435,431,5500
20200214104600,439,439,439,439,1
20200214104500,439,439,439,439,6
20200214104300,439,439,439,439,3
20200214104100,439,439,439,439,1
20200214103000,435,435,435,435,200
20200214101500,439,439,439,439,1
20200214101400,435,439,439,435,10
20200214100800,439,439,439,439,16
20200214100200,439,435,439,435,117
20200214100000,435,436,436,435,81
20200214095200,439,439,439,439,2
20200214095100,439,439,439,439,1
20200214094900,439,439,439,439,1
20200214094800,439,439,439,439,113
20200214094700,439,439,439,439,7
20200214094200,440,440,440,440,3
20200214094000,440,439,440,439,1000
20200214093000,439,439,439,439,1
20200214092000,439,439,439,439,116
20200214091900,439,439,439,439,1
20200214091800,436,436,436,436,2
20200214091300,439,439,439,439,1
20200214091100,436,436,436,436,74
20200214090900,440,440,440,440,1
20200214090600,436,439,439,436,162
20200214090200,436,436,436,436,1
20200214090100,436,436,436,436,1
20200214090000,435,447,447,435,6427
20200213153000,439,439,439,439,1566
20200213151900,433,430,433,430,2144
20200213151300,433,432,433,430,4225
20200213150600,434,434,434,434,96
20200213150500,434,434,434,434,500
20200213150300,434,435,435,434,3
20200213144100,435,435,435,435,200
20200213143900,435,435,435,435,13
20200213143400,434,434,434,434,387
20200213142800,434,434,434,434,20
20200213141700,434,434,434,434,37
20200213141400,434,434,434,434,556
20200213141300,434,434,434,434,614
20200213140100,435,434,435,434,4420
20200213135900,434,434,434,434,9786
20200213135800,434,434,434,434,7609
20200213135700,434,434,434,434,16
20200213135600,434,434,434,434,257
20200213133400,434,434,434,434,500
20200213133200,434,435,435,434,2
20200213133100,430,430,430,430,20000
20200213133000,430,430,430,430,20000
20200213132900,430,430,430,430,21774
20200213132800,430,436,436,430,2801
20200213132600,431,431,431,431,160
20200213132300,436,436,436,436,284
20200213132200,436,436,436,436,1
20200213132000,431,436,436,431,3238
20200213131600,431,431,431,431,1575
20200213131500,432,432,432,432,600
20200213131200,437,437,437,432,3415
20200213131100,436,436,436,436,400
20200213130100,438,433,438,432,4001
20200213130000,435,435,435,435,400
20200213125900,435,435,435,435,983
20200213125200,439,439,439,439,7
20200213124900,435,437,437,435,349
20200213124700,437,437,437,437,50
20200213124600,437,437,437,437,44
20200213124400,439,439,439,439,10
20200213124200,437,437,437,437,1
20200213124000,439,439,439,439,10
20200213123500,437,437,437,437,60
20200213120000,440,440,440,440,1
20200213115900,440,440,440,440,2
20200213114800,439,439,439,439,10
20200213114300,440,440,440,440,10
20200213113300,440,440,440,440,3
20200213111100,440,440,440,440,7
20200213105400,440,440,440,440,1
20200213104600,440,440,440,440,50
20200213103800,440,440,440,440,49
20200213101800,440,440,440,440,1
20200213101700,436,438,438,436,2400
20200213101100,440,440,440,440,1
20200213100500,440,440,440,440,1
20200213095700,438,438,438,438,3
20200213095600,438,438,438,438,10
20200213095500,440,440,440,440,100
20200213095400,439,439,439,439,150
20200213094800,440,440,440,440,6
20200213094700,440,441,441,440,3124
20200213094600,442,442,442,442,556
20200213094500,442,442,442,442,950
20200213094200,444,444,444,444,437
20200213093000,445,445,445,445,6
20200213092800,444,444,444,444,23
20200213092700,444,444,444,444,1
20200213092400,443,445,445,443,10220
20200213092300,446,446,446,446,94
20200213092200,446,444,446,444,1020
20200213092100,444,444,444,444,600
20200213092000,444,444,444,444,2
20200213091800,444,445,445,444,1579
20200213091700,444,444,444,444,554
20200213091500,446,446,446,446,1
20200213091200,443,443,443,443,1300
20200213090900,446,446,446,446,127
20200213090600,447,447,447,447,1
20200213090500,443,443,443,443,275
20200213090400,443,443,443,443,843
20200213090300,443,443,443,443,248
20200213090200,448,448,448,448,222
20200213090000,449,443,449,443,1922
20200212153000,443,443,443,443,2679
20200212151900,441,440,441,440,1587
20200212151800,440,440,440,440,1
20200212151500,439,440,440,439,451
20200212151300,439,439,439,439,320
20200212151100,439,439,439,439,100
20200212151000,440,439,440,439,151
20200212150900,439,439,439,439,70
20200212150400,440,439,440,439,253
20200212150200,438,437,438,437,4077
20200212150000,436,436,436,436,1906
20200212145900,436,436,436,436,3611
20200212145800,435,435,435,435,143
20200212145600,435,435,435,435,3589
20200212145500,435,435,435,435,2411
20200212145400,435,435,435,435,11649
20200212145100,435,435,435,435,3670
20200212144500,435,435,435,435,1
20200212143700,436,435,436,435,1000
20200212143200,435,434,435,432,4467
20200212143000,434,434,434,434,4
20200212142900,435,435,435,435,24
20200212142500,436,436,436,436,34
20200212142300,437,437,437,437,100
20200212141900,437,437,437,437,4
20200212141300,437,436,437,436,500
20200212135300,437,436,437,436,2
20200212134900,437,436,437,436,2
20200212133900,437,437,437,437,1
20200212133400,436,436,436,436,56
20200212132200,436,436,436,436,3
20200212131700,436,436,436,436,11
20200212130900,437,437,437,437,407
20200212130300,437,437,437,437,2
20200212130200,437,437,437,432,1936
20200212125900,437,437,437,437,11
20200212125600,437,436,437,436,20
20200212125500,431,431,431,431,10
20200212124600,437,437,437,437,10
20200212124400,430,434,438,430,25562
20200212124200,432,432,432,432,1
20200212124100,432,432,432,432,30
20200212122700,434,434,434,434,10
20200212122300,430,432,432,430,5001
20200212121400,435,435,435,435,1
20200212120300,435,434,435,434,137
20200212115500,435,433,435,430,5001
20200212114200,435,435,435,435,3
20200212110900,435,432,435,432,1445
20200212110800,432,433,433,432,1551
20200212110300,436,436,436,436,2
20200212110000,436,435,436,433,12
20200212105900,433,433,433,433,60
20200212105400,436,436,436,436,1
20200212105300,433,434,434,433,1138
20200212105200,437,435,437,435,1239
20200212105100,437,437,437,437,10
20200212105000,435,435,435,435,1
20200212104600,437,436,437,436,21
20200212103900,437,437,437,437,17
20200212103600,437,435,437,435,20
20200212103200,435,435,435,435,200
20200212103000,437,437,437,437,2
20200212102900,437,437,437,437,2
20200212102800,437,436,437,436,280
20200212102500,436,436,436,436,10
20200212102200,433,433,433,433,10
20200212100700,437,437,437,437,1
20200212100400,433,433,433,433,10
20200212095700,437,436,437,436,72
20200212095100,437,436,437,436,70
20200212095000,431,431,431,431,66
20200212094700,437,437,437,437,41
20200212094600,437,432,437,431,7933
20200212094500,432,432,432,432,1000
20200212094400,436,436,436,436,2000
20200212094100,437,437,437,437,10
20200212094000,429,436,436,429,11360
20200212093900,436,438,438,436,171
20200212093500,438,438,438,438,50
20200212093400,438,438,438,438,50
20200212093300,438,438,438,438,908
20200212093200,434,434,438,434,19
20200212092800,434,434,434,434,1515
20200212092400,438,438,438,438,1
20200212092200,434,434,434,434,900
20200212092000,438,438,438,438,1000
20200212091900,438,438,438,438,1
20200212091800,434,434,434,434,2
20200212091600,438,438,438,438,500
20200212091300,438,438,438,438,10
20200212091200,434,434,434,434,1000
20200212091100,434,434,434,434,8000
20200212091000,434,434,434,434,800
20200212090700,434,435,435,434,2500
20200212090500,434,438,438,434,22
20200212090400,439,438,439,438,197
20200212090300,438,438,438,438,5021
20200212090200,439,439,439,439,3538
20200212090000,439,444,444,439,10896
20200211153500,439,439,439,439,748
20200211153000,439,439,439,439,20843
20200211151900,439,439,439,439,5329
20200211151800,438,438,438,438,3000
20200211151700,439,437,439,437,14719
20200211151400,437,437,437,437,1
20200211151200,437,436,437,436,64
20200211150200,437,437,437,437,1
20200211145600,438,437,438,437,55001
20200211145500,438,438,438,438,594
20200211144300,438,438,438,438,14
20200211144200,437,436,438,436,45500
20200211143500,436,436,436,436,100
20200211143300,432,432,432,432,2000
20200211143200,436,433,436,432,3180
20200211142300,437,435,437,435,40001
20200211142100,432,432,432,432,468
20200211141600,435,435,435,435,9
20200211141200,435,432,435,432,12475
20200211140800,436,436,436,436,5
20200211140700,437,437,437,437,10
20200211140600,437,436,437,436,6
20200211140500,436,436,437,436,114
20200211140400,437,436,437,436,7010
20200211140300,436,436,436,436,2
20200211135800,437,434,437,434,4150
20200211135500,434,434,434,434,7
20200211135300,429,429,429,429,1959
20200211135100,434,434,434,434,1
20200211135000,428,432,434,428,19655
20200211134700,434,432,434,431,33
20200211134600,434,431,434,431,1001
20200211134400,434,432,434,431,2193
20200211134300,434,434,434,434,18
20200211134200,432,433,433,432,21
20200211134100,435,434,435,433,11657
20200211134000,435,435,435,435,19
20200211133800,437,435,437,435,618
20200211133400,437,437,437,437,5
20200211133100,437,437,437,437,100
20200211133000,437,437,437,437,400
20200211132700,437,437,437,436,71
20200211132600,437,437,437,437,100
20200211132500,438,437,438,437,428
20200211132200,437,437,437,437,1
20200211132000,438,438,438,438,15
20200211131900,438,437,438,437,4
20200211131800,438,438,438,438,7
20200211131600,438,438,438,438,1
20200211131500,435,437,438,435,1032
20200211131400,435,435,435,435,1306
20200211131300,436,436,436,436,20
20200211130700,437,437,437,437,1
20200211130600,435,435,435,435,190
20200211130500,437,438,438,435,372
20200211130400,435,436,436,435,2000
20200211130300,438,440,440,435,5028
20200211130200,439,437,439,436,8619
20200211130100,436,435,436,435,3426
20200211130000,435,435,435,435,2183
20200211125900,435,435,435,435,1
20200211125800,433,433,433,433,1723
20200211125600,433,433,433,433,148
20200211125400,433,433,433,433,239
20200211125200,431,433,433,431,2430
20200211125100,433,433,433,433,3001
20200211124900,433,435,435,433,242
20200211124700,435,435,435,435,1123
20200211124600,435,435,435,435,27
20200211124500,435,433,435,433,11331
20200211124400,433,431,433,431,22
20200211124300,431,431,431,431,27
20200211124200,431,433,433,431,891
20200211124100,433,433,433,433,10
20200211124000,430,432,432,430,1317
20200211123900,433,433,433,433,725
20200211123800,433,433,434,433,7249
20200211123500,433,433,433,432,375
20200211123300,431,431,431,431,10
20200211123000,433,433,433,433,6
20200211122900,433,432,433,432,1035
20200211122600,432,432,432,432,608
20200211122400,433,433,433,433,608
20200211122300,433,433,433,433,1
20200211122200,433,433,433,433,4
20200211122100,433,433,433,433,200
20200211122000,433,433,433,433,700
20200211121800,433,433,433,433,937
20200211121700,433,433,433,432,41
20200211121400,433,431,433,431,185
20200211121300,432,432,432,432,100
20200211120700,433,432,433,432,337
20200211120600,432,432,432,432,249
20200211120500,433,433,433,432,1034
20200211120400,434,434,434,432,205
20200211120300,431,431,431,431,100
20200211120200,431,431,431,431,65
20200211115600,433,433,433,433,20
20200211115500,430,433,433,430,190
20200211115400,431,431,431,431,50
20200211115200,433,432,433,432,1805
20200211115100,432,432,432,432,250
20200211115000,432,432,432,430,2731
20200211114900,431,431,431,431,512
20200211114800,432,432,432,432,4
20200211114700,432,432,432,430,1915
20200211114600,433,433,433,433,4040
20200211114500,434,433,434,433,2
20200211114400,434,433,434,433,6020
20200211114300,432,432,432,432,713
20200211114200,433,433,433,432,984
20200211114100,433,434,434,433,1098
20200211114000,436,436,436,436,1000
20200211113900,437,434,437,434,41
20200211113800,437,432,437,432,11
20200211113700,437,436,439,432,10780
20200211113600,436,436,436,434,2329
20200211113500,436,434,439,433,1897
20200211113400,434,436,436,434,2000
20200211113300,437,434,438,434,1110
20200211113200,433,434,438,433,4853
20200211113100,433,440,441,433,29431
20200211113000,440,445,445,439,13207
20200211112900,440,441,445,435,24613
20200211112800,439,455,461,438,73969
20200211112700,454,434,454,432,60032
20200211112600,433,431,433,431,7835
20200211112500,430,428,430,428,24110
20200211112300,428,428,428,428,32
20200211112000,428,428,428,428,1
20200211111900,425,426,426,425,6656
20200211111600,428,428,428,428,10
20200211111000,427,427,427,427,10
20200211110100,428,428,428,428,1
20200211110000,428,428,428,428,1200
20200211105500,428,428,428,428,12
20200211105300,428,427,428,427,5456
20200211105200,427,427,427,427,1
20200211104700,427,427,427,427,546
20200211104500,426,426,426,426,24
20200211104300,427,427,427,427,111
20200211103700,427,427,427,427,16
20200211103200,425,427,427,425,2
20200211102600,428,427,428,427,200
20200211102500,425,425,425,425,100
20200211102400,427,427,427,427,900
20200211101800,427,425,427,425,492
20200211101700,425,425,425,425,166
20200211101500,425,425,425,425,1834
20200211101300,427,427,427,427,10
20200211101100,425,426,426,425,1105
20200211101000,426,426,426,426,502
20200211100900,426,426,427,426,1552
20200211100600,427,427,427,427,501
20200211100500,425,427,427,425,300
20200211100400,427,427,427,427,1000
20200211100000,427,427,427,427,4
20200211095700,427,427,427,427,3
20200211094400,428,428,428,428,100
20200211094000,428,428,428,428,1
20200211093900,422,423,423,422,960
20200211093800,423,423,423,423,500
20200211092500,428,428,428,428,1
20200211092300,423,428,428,423,601
20200211092000,424,424,424,424,500
20200211091900,428,428,428,428,31
20200211091700,424,424,424,424,466
20200211091600,428,428,428,428,3
20200211091300,428,428,428,428,1
20200211091200,424,424,424,424,1
20200211091000,426,426,426,426,404
20200211090500,426,425,426,425,19
20200211090100,422,422,422,422,200
20200211090000,422,422,422,422,323
20200210153000,425,425,425,425,100
20200210145000,425,425,425,425,1000
20200210144500,425,425,425,425,1
20200210144000,425,425,425,425,1000
20200210140600,425,425,425,425,1
20200210140500,420,422,422,420,3000
20200210140400,425,425,425,425,1
20200210140300,424,424,424,424,100
20200210140200,425,425,425,425,100
20200210132300,426,426,426,426,1
20200210131400,425,423,425,423,4500
20200210130100,422,422,422,422,1523
20200210130000,422,422,422,422,129
20200210124800,422,422,422,422,26
20200210124500,422,422,422,422,14
20200210122500,422,422,422,422,9
20200210121000,422,422,422,422,1
20200210120600,419,420,420,419,5000
20200210114900,422,421,422,421,3000
20200210114400,421,421,421,421,1
20200210113800,420,420,420,420,1779
20200210113700,421,420,421,420,528
20200210113500,419,419,419,419,2000
20200210113400,419,419,419,419,1080
20200210112900,420,420,420,420,10
20200210111400,420,420,420,420,30
20200210104300,421,421,421,421,1000
20200210102900,421,420,421,420,2
20200210102800,418,419,419,418,1806
20200210102700,419,419,419,419,500
20200210101700,420,420,420,420,10
20200210101600,420,420,420,420,2
20200210100900,418,418,418,418,1735
20200210100400,418,419,419,418,868
20200210095800,419,418,419,418,1021
20200210095700,419,419,419,419,1
20200210094800,419,419,419,419,28
20200210094700,419,420,420,419,6527
20200210094600,423,423,423,423,4
20200210094200,424,424,424,424,5
20200210094000,424,424,424,424,21
20200210093700,419,419,419,419,999
20200210093500,425,423,425,423,310
20200210093300,423,421,423,421,9
20200210092000,423,420,423,420,250
20200210091800,420,420,420,420,1
20200210091700,420,420,420,420,962
20200210091600,420,419,420,419,2
20200210091400,418,418,418,418,2471
20200210091300,418,418,418,418,10
20200210091200,417,417,417,417,102
20200210091100,417,420,420,417,2986
20200210090700,420,420,420,420,532
20200210090600,420,421,421,420,2846
20200210090500,421,421,421,421,1138
20200210090000,425,426,426,425,6
20200207153000,426,426,426,426,901
20200207151900,423,423,423,423,1606
20200207151600,425,425,425,425,1
20200207151300,424,424,424,424,1
20200207151200,425,425,425,425,8
20200207151100,425,425,425,425,2
20200207150300,426,426,426,426,1
20200207150200,423,423,423,423,1
20200207145200,426,426,426,426,1
20200207145100,425,425,425,425,561
20200207144300,425,424,425,424,18
20200207144100,424,424,424,424,1
20200207144000,425,424,425,424,28
20200207143900,422,423,423,422,10990
20200207143800,423,426,426,423,1500
20200207142700,428,428,428,428,3
20200207141900,428,427,428,427,4672
20200207141600,427,425,427,425,2
20200207141500,427,427,427,427,100
20200207141200,427,427,427,427,2000
20200207141000,427,427,427,427,50
