,close_price,starting_price,high_price,low_price,trading_volume
20200311105900,396,396,396,396,2000
20200311105800,393,393,393,393,1
20200311105300,396,396,396,396,1
20200311104900,396,391,396,390,8270
20200311104800,390,392,392,390,6939
20200311104700,392,393,393,392,6000
20200311104400,394,394,394,394,60
20200311104300,394,395,395,394,9793
20200311103300,399,399,399,399,10
20200311103200,396,396,396,396,60
20200311103000,396,396,396,396,70
20200311102700,399,399,399,399,1
20200311102600,396,396,396,396,10181
20200311102400,399,399,399,399,5
20200311102300,399,399,399,399,2
20200311101800,399,397,399,396,2530
20200311101700,399,398,399,397,292
20200311101600,398,399,399,398,24712
20200311101100,400,400,400,400,1731
20200311101000,401,401,401,401,18
20200311100800,401,401,401,401,1
20200311100700,401,401,401,401,100
20200311095300,401,401,401,401,1604
20200311095200,402,402,402,402,575
20200311094900,405,405,405,405,1
20200311094600,405,403,405,403,51
20200311094400,405,403,405,403,123
20200311094300,405,405,405,405,1
20200311094200,402,403,403,402,1000
20200311094100,403,403,403,403,2648
20200311094000,404,404,404,404,1218
20200311093700,404,404,404,404,70
20200311093500,405,405,405,405,3
20200311093400,405,405,405,405,600
20200311093300,405,405,405,405,40
20200311093000,407,406,407,406,66
20200311092900,406,406,406,406,11015
20200311092800,406,405,406,405,12400
20200311092700,405,405,405,405,520
20200311092600,405,405,405,405,1323
20200311092500,405,404,405,404,326
20200311092400,405,404,405,404,1907
20200311092300,404,404,404,404,2
20200311092200,403,401,403,400,1230
20200311092100,401,401,401,401,10
20200311092000,400,400,400,400,623
20200311091800,400,400,400,400,120
20200311091700,400,400,400,400,70100
20200311091600,400,400,400,400,300
20200311091300,400,400,400,400,12
20200311091200,400,400,400,400,1
20200311090900,399,400,400,399,222
20200311090400,400,400,400,398,21
20200311090200,400,398,400,398,9
20200311090100,398,398,398,398,3
20200311090000,400,400,400,400,1716
20200310153500,400,400,400,400,725
20200310153000,400,400,400,400,1155
20200310151600,400,400,400,400,700
20200310151400,400,400,400,400,2000
20200310151000,399,399,399,399,11
20200310150900,400,399,400,399,33816
20200310150600,400,400,400,400,1
20200310150500,399,399,399,399,445
20200310150300,399,399,399,399,1210
20200310150200,400,400,400,400,50
20200310145700,400,400,400,400,2
20200310145000,400,399,400,399,101
20200310144900,399,399,399,399,2250
20200310144600,399,399,399,399,626
20200310144400,399,399,399,399,50
20200310144300,399,399,399,399,100
20200310144200,399,399,399,399,21
20200310144100,399,399,399,399,1
20200310144000,398,398,398,398,99
20200310143700,398,398,398,398,1
20200310143000,397,397,397,397,179
20200310142600,397,397,397,397,20
20200310142500,397,397,397,397,1
20200310142400,397,397,397,397,200
20200310141400,397,398,398,397,100
20200310141000,398,398,398,398,39
20200310140800,398,398,398,398,91
20200310140100,400,400,400,400,1
20200310140000,397,397,397,397,20000
20200310135800,397,397,397,397,10000
20200310135700,399,399,399,399,20
20200310135400,399,399,399,399,1550
20200310134600,400,398,400,398,5845
20200310134300,400,399,400,399,7
20200310134200,399,399,399,399,2
20200310133900,397,398,398,397,13000
20200310132500,398,398,398,398,717
20200310132400,399,399,399,399,3585
20200310131600,400,400,400,400,1
20200310131500,399,399,399,399,151
20200310130200,400,400,400,400,30
20200310130100,400,400,400,400,100
20200310125800,400,400,400,400,30
20200310125600,400,400,400,400,100
20200310125100,400,400,400,400,140
20200310123900,400,399,400,399,2642
20200310123800,400,400,400,400,6967
20200310123400,400,400,400,400,25
20200310123300,400,400,400,400,1048
20200310122800,400,400,400,400,2400
20200310122400,400,400,400,400,100
20200310122200,399,399,399,399,1
20200310122100,400,400,400,400,1
20200310120500,400,400,400,400,25
20200310114300,401,401,401,401,1
20200310113000,400,400,400,400,1000
20200310112900,400,400,400,400,3000
20200310112700,401,401,401,401,1000
20200310112100,401,401,401,401,437
20200310111900,400,400,400,400,1000
20200310111800,400,400,400,400,100
20200310111400,403,403,403,403,3
20200310111300,403,403,403,403,21
20200310111100,402,402,402,402,2000
20200310110600,402,402,402,402,2000
20200310105900,402,400,402,400,2
20200310105800,402,402,402,402,1
20200310105500,399,399,399,399,1
20200310105200,402,402,402,402,2
20200310105100,402,402,402,402,1
20200310105000,402,402,402,402,10
20200310104900,399,399,399,399,280
20200310104700,399,401,402,399,45
20200310104600,400,400,400,400,4
20200310103900,402,401,402,401,30
20200310103700,401,401,401,401,20
20200310103400,402,401,402,401,50
20200310103200,401,401,401,401,30
20200310102900,400,400,400,400,44
20200310102800,400,400,400,400,4
20200310102600,399,398,399,398,16
20200310102500,398,401,401,398,4786
20200310102400,403,400,403,400,477
20200310102300,400,400,400,400,20
20200310102200,400,400,400,400,67
20200310102100,399,400,400,399,17
20200310101900,400,400,400,400,1
20200310101800,400,400,400,400,2
20200310101700,400,400,400,400,1
20200310101100,400,400,400,400,12
20200310101000,400,400,403,400,15
20200310100900,400,402,402,400,39
20200310100400,403,404,404,403,533
20200310100300,403,402,403,401,1477
20200310100000,403,400,403,400,113405
20200310095900,399,399,399,399,3363
20200310095200,399,398,399,398,3792
20200310094200,398,398,398,398,10
20200310093700,397,397,397,397,63
20200310093200,399,399,399,399,250
20200310093000,399,399,399,399,10
20200310092900,397,397,397,397,249
20200310092700,398,398,398,398,39
20200310092300,399,397,399,397,8812
20200310092200,397,397,397,397,50
20200310092100,397,397,397,397,10
20200310092000,395,395,395,395,391
20200310091800,397,397,397,397,3
20200310091600,397,397,397,397,5
20200310091400,397,397,397,397,1
20200310091200,396,394,396,394,108
20200310091100,392,395,395,392,2599
20200310091000,394,395,396,394,120
20200310090800,396,396,396,396,80
20200310090700,396,397,397,395,5030
20200310090600,397,397,397,397,4
20200310090500,396,396,396,396,3
20200310090400,397,397,397,397,10
20200310090300,397,397,397,397,10
20200310090200,388,388,388,388,100
20200310090000,397,399,399,397,1162
20200309153000,401,401,401,401,290
20200309151900,401,401,401,401,1
20200309151600,400,400,401,400,10403
20200309151300,400,400,400,400,1237
20200309151200,400,399,400,399,40398
20200309151100,399,399,399,399,1
20200309151000,398,398,398,398,5000
20200309150800,398,398,398,398,20
20200309150700,399,399,399,399,325
20200309150600,399,399,399,399,2
20200309150400,398,399,399,398,1021
20200309150100,398,398,398,398,323
20200309145900,399,399,399,399,1
20200309145600,398,398,398,398,1400
20200309145400,398,398,398,398,8
20200309145200,399,399,399,399,1000
20200309145000,399,397,399,397,13228
20200309144900,398,398,398,398,705
20200309144700,399,399,399,399,1000
20200309143700,399,399,399,399,1000
20200309143300,399,399,399,399,1000
20200309143100,399,399,399,399,1
20200309143000,398,398,398,398,26
20200309142900,399,399,400,399,60
20200309142500,399,399,399,399,172
20200309142400,398,398,398,398,1020
20200309141900,398,398,398,398,3
20200309141800,399,399,399,399,2
20200309141600,398,398,398,398,200
20200309141500,398,398,398,398,1710
20200309141200,399,399,400,399,160
20200309140900,400,400,400,400,10500
20200309135700,400,400,400,400,10
20200309135600,400,400,400,400,1
20200309135500,399,399,399,399,20
20200309135400,400,400,400,400,15
20200309135300,400,399,400,399,47
20200309135200,399,399,399,399,10
20200309135100,398,398,398,398,1010
20200309135000,398,398,398,398,201
20200309134900,397,397,397,397,2000
20200309134600,398,397,398,397,8099
20200309134500,397,398,398,397,111
20200309134400,398,398,398,398,1
20200309134100,397,397,397,397,2500
20200309133900,397,397,397,397,1500
20200309133500,397,398,398,397,101
20200309133400,397,397,397,397,896
20200309133200,398,398,398,398,14
20200309133000,397,397,397,397,4451
20200309132500,398,398,398,398,1300
20200309132400,398,398,398,398,50
20200309132300,398,398,398,398,100
20200309132000,398,398,398,398,1
20200309131800,398,398,398,398,120
20200309131200,398,398,398,398,500
20200309131100,398,398,398,398,5000
20200309130900,398,398,398,398,2487
20200309130700,398,398,398,398,5
20200309130600,398,398,398,398,30
20200309130100,398,398,398,398,1
20200309125900,397,397,397,397,1
20200309125800,397,398,398,397,41
20200309125700,397,397,397,397,9
20200309125500,398,396,398,396,20
20200309125100,396,396,396,396,19
20200309125000,396,396,396,396,38
20200309124600,398,396,398,396,54
20200309124400,396,396,396,396,55
20200309124100,398,398,398,398,1
20200309123700,398,398,398,398,981
20200309123600,396,398,398,396,167
20200309122900,398,398,398,398,2003
20200309122800,398,398,398,398,1
20200309122600,397,397,397,397,50
20200309122400,399,398,399,398,100
20200309122300,398,397,398,397,100
20200309121600,396,396,396,396,35
20200309121500,396,396,396,396,20
20200309121400,396,396,396,396,2
20200309121200,396,396,396,396,2500
20200309121100,396,396,396,396,500
20200309121000,394,394,394,394,571
20200309120800,394,394,394,394,10101
20200309120700,394,394,394,394,2755
20200309120500,394,394,394,394,1
20200309120300,394,396,396,394,162
20200309120100,397,397,397,397,101
20200309120000,396,396,396,396,50
20200309115800,393,393,393,393,2
20200309115600,396,396,396,396,11
20200309115100,397,396,397,396,2000
20200309115000,396,395,396,393,93
20200309114900,391,395,395,391,20000
20200309114800,395,395,395,395,5027
20200309114600,397,396,397,396,6
20200309114500,395,396,396,395,3000
20200309114300,397,397,397,397,1055
20200309114100,397,397,397,397,1370
20200309113700,398,398,398,398,1
20200309113600,396,396,396,396,19
20200309113500,396,398,398,396,8572
20200309113100,398,398,398,398,80
20200309112800,398,398,398,396,2446
20200309112700,398,398,398,398,15
20200309112600,398,399,399,398,40
20200309112500,401,397,401,397,72
20200309112100,397,401,401,397,15
20200309112000,397,397,397,397,29
20200309111700,397,397,397,397,1000
20200309111100,401,401,401,401,10
20200309111000,397,397,397,397,4
20200309110900,401,401,401,401,1
20200309110500,397,398,398,397,2956
20200309110200,399,399,399,399,100
20200309110000,401,401,401,401,996
20200309105900,401,401,401,401,10
20200309105700,397,398,398,397,796
20200309105600,398,398,398,398,50
20200309105400,397,399,399,397,7000
20200309104900,403,403,403,403,1
20200309104800,399,399,399,399,2000
20200309104600,399,400,400,399,4500
20200309103700,403,403,403,403,4
20200309103400,403,403,403,403,1
20200309103200,399,400,400,399,5208
20200309103000,399,400,400,399,17816
20200309102900,397,402,402,397,34277
20200309102800,403,403,403,403,2
20200309102600,402,402,402,402,504
20200309102500,403,403,403,403,50
20200309102100,404,404,404,404,10
20200309101800,402,402,402,402,250
20200309101700,404,404,404,404,10
20200309100300,404,404,404,404,1000
20200309095600,404,404,404,404,13
20200309095400,402,402,402,402,22
20200309095300,404,404,404,404,310
20200309094400,404,404,404,404,4
20200309093900,404,404,404,404,101
20200309093800,399,401,401,399,1000
20200309093700,400,404,404,400,12205
20200309093600,404,404,404,404,8997
20200309093400,404,404,404,404,3421
20200309093200,404,404,404,404,50
20200309093100,404,404,404,404,421
20200309093000,404,404,404,404,30
20200309092800,404,405,405,400,91562
20200309092600,410,410,410,410,1
20200309092400,401,408,408,401,13188
20200309092300,410,410,410,410,1
20200309091900,410,410,410,410,1
20200309091400,408,408,408,408,1
20200309091000,408,408,408,408,116
20200309090900,409,410,410,409,52
20200309090800,409,408,409,408,274
20200309090700,410,410,410,410,170
20200309090600,410,410,410,410,10
20200309090500,409,410,410,409,66
20200309090400,410,410,410,410,33
20200309090200,411,410,411,409,428
20200309090100,411,411,411,411,204
20200309090000,412,415,415,412,682
20200306153500,416,416,416,416,10
20200306153000,416,416,416,416,250
20200306151800,413,413,413,413,1
20200306151300,416,413,416,413,31
20200306151100,413,413,413,413,45
20200306150900,416,416,416,416,1
20200306150800,413,413,413,413,15
20200306150700,413,416,416,413,501
20200306150600,413,416,416,413,31
20200306150300,413,413,413,413,27
20200306150100,416,416,416,416,1
20200306150000,413,413,413,413,15
20200306145800,413,413,413,413,34
20200306144800,416,416,416,416,1
20200306144500,413,415,415,412,9973
20200306142800,414,414,414,414,1
20200306142600,416,416,416,416,1
20200306142400,416,416,416,416,8
20200306142300,413,413,413,413,1
20200306142200,413,413,413,413,17
20200306142000,416,416,416,416,6
20200306141900,416,416,416,416,1
20200306141800,413,414,414,413,7242
20200306141700,414,414,414,414,95
20200306141400,416,416,416,416,1
20200306140700,414,414,414,414,8
20200306140600,414,414,414,414,152
20200306135300,416,416,416,416,1
20200306134800,414,414,414,414,1
20200306134500,414,414,414,414,15
20200306130500,417,417,417,417,10
20200306130200,413,413,413,413,10000
20200306130100,413,413,413,413,30000
20200306130000,413,413,413,413,20240
20200306125900,413,413,413,413,11033
20200306125800,413,414,414,413,3423
20200306125600,414,414,414,414,5
20200306125500,417,417,417,417,1
20200306125400,414,414,414,414,15
20200306125000,417,417,417,417,1
20200306124900,414,414,414,414,17
20200306124800,417,417,417,417,1
20200306124600,414,414,414,414,15
20200306124400,414,417,417,414,40
20200306124100,414,414,414,414,7
20200306124000,417,417,417,417,2
20200306123900,414,414,414,414,14
20200306123600,414,414,414,414,6
20200306123500,417,417,417,417,1
20200306123400,414,414,414,414,9
20200306123100,414,414,414,414,9
20200306122900,414,417,417,414,23
20200306122100,414,414,414,414,837
20200306121900,414,414,414,414,10
20200306121700,418,418,418,418,1
20200306121600,414,414,414,414,6
20200306121400,418,418,418,418,1
20200306121100,414,414,414,414,2
20200306120900,413,413,413,413,10
20200306120600,413,413,413,413,1
20200306115600,418,418,418,418,1
20200306115300,413,413,413,413,47
20200306114900,418,418,418,418,48
20200306114600,413,413,413,413,11
20200306114400,418,413,418,413,19
20200306114100,413,413,413,413,5
20200306113900,413,413,413,413,16
20200306113700,418,418,418,418,1
20200306113600,413,413,413,413,7
20200306113400,418,418,418,413,43
20200306113100,413,414,414,413,6818
20200306112900,414,414,414,414,45
20200306112800,418,418,418,418,1
20200306112600,414,414,414,414,21
20200306112400,418,418,418,414,24
20200306112100,415,415,415,415,7
20200306111900,415,418,418,415,35
20200306111600,415,415,415,415,8
20200306111500,415,415,415,415,8
20200306111100,418,415,418,415,502
20200306110700,418,418,418,418,4
20200306110200,418,418,418,418,500
20200306104700,418,418,418,418,40
20200306103800,418,418,418,418,1
20200306101300,418,417,418,417,12
20200306101100,413,414,414,413,594
20200306101000,415,415,415,415,20
20200306100900,415,415,415,415,5454
20200306100800,415,415,415,415,2005
20200306100700,416,416,416,415,103
20200306100500,416,416,416,416,21
20200306100300,417,417,417,417,30
20200306095800,417,417,417,417,10
20200306095100,415,415,415,415,2400
20200306095000,413,413,413,413,2
20200306094800,416,416,416,416,3000
20200306094600,414,414,414,414,3000
20200306094500,413,414,414,413,459
20200306094400,415,415,415,415,43
20200306094100,417,416,417,416,108
20200306094000,418,418,418,418,6
20200306093700,417,417,417,417,313
20200306093500,418,419,419,418,508
20200306093200,423,420,423,420,8
20200306092000,424,424,424,424,10
20200306091800,424,424,424,424,22
20200306091600,424,424,424,424,2
20200306090600,424,424,424,424,10
20200306090000,427,427,427,427,636
20200305153000,418,418,418,418,7608
20200305151700,421,421,421,421,10
20200305151600,418,421,421,418,1359
20200305151300,418,418,418,418,979
20200305151100,421,420,421,418,225
20200305150400,423,423,423,423,10
20200305145700,418,418,418,418,1828
20200305145600,418,419,419,418,1375
20200305145300,423,423,423,423,10
20200305144700,418,419,419,418,4531
20200305144600,419,420,424,419,1016
20200305144400,420,420,420,420,429
20200305144200,420,420,420,420,7493
20200305144100,425,425,425,425,10
20200305143900,420,420,420,420,3000
20200305143700,419,419,419,419,727
20200305143500,425,422,425,420,510
20200305143200,424,424,424,424,2
20200305142800,424,424,424,424,500
20200305141900,425,423,425,423,2310
20200305141600,423,423,423,423,309
20200305141500,423,423,423,423,691
20200305141400,424,424,424,424,400
20200305141300,424,424,424,424,1741
20200305141200,426,425,426,425,31
20200305141100,425,425,425,425,30
20200305140800,426,424,426,424,14
20200305140600,426,425,426,425,1010
20200305140500,426,425,426,425,1010
20200305140200,425,425,425,425,1079
20200305140100,425,425,425,425,3431
20200305140000,424,424,424,424,4000
20200305135600,424,424,424,424,6
20200305135500,424,421,424,421,37396
20200305135400,421,421,421,421,355
20200305135200,421,419,421,419,4042
20200305134200,419,419,419,419,100
20200305134000,419,419,419,419,30
20200305133600,419,419,419,419,10
20200305132600,417,417,417,417,11
20200305131800,417,417,417,417,2288
20200305131500,417,420,420,417,2
20200305125900,420,420,420,420,16
20200305125500,420,420,420,420,4
20200305125400,420,420,420,420,7
20200305125000,420,420,420,420,2
20200305124900,420,420,420,420,20
20200305124800,420,417,420,417,43
20200305124500,420,420,420,420,22
20200305124400,417,420,420,417,39
20200305124000,420,420,420,420,6
20200305123900,420,420,420,420,14
20200305123500,420,420,420,420,3
20200305123400,420,420,420,420,12
20200305123000,420,419,420,419,11
20200305122900,419,419,419,419,18
20200305122500,420,420,420,420,7
20200305122100,420,420,420,420,90
20200305121900,420,420,420,420,5
20200305121400,420,420,420,420,10
20200305120700,417,417,417,417,25
20200305120500,419,419,419,419,452
20200305120400,420,420,420,420,47
20200305120000,421,421,421,421,1
20200305115900,421,421,421,421,10
20200305115600,417,417,417,417,14
20200305115500,421,421,421,421,3
20200305115400,421,421,421,421,8
20200305115100,421,417,421,417,1007
20200305115000,421,419,421,419,94
20200305114900,419,419,419,419,579
20200305114500,419,419,419,419,20
20200305114200,419,419,419,419,4
20200305114100,419,419,419,419,5
20200305114000,419,419,419,419,3
20200305113900,419,419,419,419,12
20200305113000,419,419,419,419,1
20200305112900,415,415,415,415,2
20200305112400,415,418,418,415,1000
20200305112300,418,418,418,418,100
20200305112200,419,418,419,418,104
20200305112100,419,419,419,417,35865
20200305112000,421,421,421,421,4
20200305111900,421,421,421,421,23
20200305111500,421,421,421,421,15
20200305111000,421,421,421,421,10
20200305104400,421,421,421,421,100
20200305104300,421,421,421,421,33
20200305103600,421,421,421,421,2
20200305102600,421,420,421,420,68
20200305102200,420,420,420,420,5
20200305102100,421,421,421,421,61
20200305101900,421,422,422,421,274
20200305101800,420,420,420,420,72
20200305100900,422,421,422,421,513
20200305100500,421,421,421,421,60
20200305100400,419,421,421,419,920
20200305100200,421,421,421,421,3000
20200305100000,421,421,421,421,20
20200305095900,421,421,421,421,34
20200305095700,421,421,421,421,2000
20200305095400,421,421,421,421,4
20200305095300,421,421,421,421,2
20200305095200,421,421,421,421,1000
20200305095100,421,421,421,421,23671
20200305094700,422,422,422,422,1
20200305094600,421,421,421,421,3639
20200305094500,420,420,420,420,1129
20200305094400,419,419,419,419,80
20200305094300,421,420,421,420,400
20200305094100,419,421,421,419,124
20200305094000,419,419,419,419,1004
20200305093900,420,419,420,419,28600
20200305093700,419,419,419,419,2582
20200305093600,419,419,419,419,418
20200305093400,419,418,419,418,5704
20200305093300,418,416,418,416,3833
20200305093200,416,416,416,416,108
20200305093100,416,415,416,415,33
20200305093000,416,416,416,416,109
20200305092900,417,415,417,415,4897
20200305092700,415,415,415,415,20
20200305092300,415,414,415,414,113
20200305092200,414,412,414,412,1124
20200305092000,412,411,413,411,123
20200305091900,411,410,411,410,86118
20200305091800,410,410,410,410,12595
20200305091700,409,409,409,409,165
20200305091500,406,406,406,406,1000
20200305091000,406,406,406,406,745
20200305090900,409,409,409,409,2
20200305090800,409,409,409,409,94
20200305090700,406,406,406,406,10
20200305090500,405,406,406,405,4485
20200305090400,406,406,406,406,390
20200305090000,408,410,410,408,4690
20200304153000,408,408,408,408,159
20200304151900,408,408,408,408,17
20200304151800,408,407,408,407,10
20200304151600,405,405,405,405,31249
20200304151500,408,408,408,408,878
20200304151400,408,408,408,408,19
20200304150600,408,408,408,408,1
20200304150500,402,402,402,402,10000
20200304150400,402,402,402,402,22000
20200304150300,408,407,408,407,310
20200304150200,407,407,407,407,1
20200304150100,402,402,403,402,27000
20200304150000,402,403,403,402,10000
20200304145900,408,408,408,408,15
20200304145600,408,408,408,408,15
20200304145500,408,408,408,408,23
20200304145100,408,408,408,408,5
20200304144900,408,408,408,408,6
20200304144600,408,408,408,408,13
20200304144200,408,408,408,408,1
20200304143900,403,403,403,403,300
20200304143500,408,408,408,408,1
20200304143400,403,403,403,403,549
20200304143000,408,404,408,403,6800
20200304142900,408,408,408,408,17
20200304142600,408,408,408,408,9
20200304142400,408,408,408,408,21
20200304142100,408,408,408,408,4
20200304142000,408,408,408,408,27
20200304141600,408,408,408,408,13
20200304141400,408,408,408,408,27
20200304141100,408,408,408,408,8
20200304140900,408,408,408,408,8
20200304140600,408,408,408,408,6
20200304140400,408,408,408,408,17
20200304140300,408,408,408,408,1
20200304140200,407,407,407,407,20
20200304140100,408,408,408,408,3
20200304140000,408,405,408,405,5005
20200304135900,408,408,408,408,19
20200304135600,408,408,408,408,10
20200304135400,408,408,408,408,5
20200304133900,408,408,408,408,1
20200304133500,407,407,407,407,1
20200304132800,408,406,408,406,790
20200304132700,406,406,406,406,695
20200304132500,406,406,406,406,846
20200304132400,407,407,407,407,3
20200304131500,407,407,407,407,10
20200304131300,406,406,406,406,846
20200304131200,406,402,406,402,40010
20200304131100,402,402,402,402,30000
20200304130900,406,406,406,406,1
20200304130800,402,402,402,402,10500
20200304130600,406,406,406,406,1
20200304130500,402,402,402,402,48
20200304125900,402,406,406,402,5001
20200304125800,406,402,406,402,1002
20200304125100,406,403,406,402,6101
20200304124600,402,402,402,402,6000
20200304124500,402,402,402,402,5000
20200304124400,405,402,405,402,1577
20200304124300,406,403,406,402,5001
20200304124200,403,403,403,403,300
20200304124100,406,404,406,403,2001
20200304124000,405,405,405,405,1280
20200304123900,406,406,406,406,1946
20200304123700,406,406,406,406,1091
20200304123600,407,407,407,407,10
20200304122800,408,408,408,408,1
20200304122700,407,407,407,407,2681
20200304122600,408,408,408,408,5
20200304122400,408,408,408,408,617
20200304122300,408,408,408,408,4
20200304122200,408,408,408,408,5000
20200304122100,408,408,408,408,103
20200304122000,408,408,408,408,7
20200304121600,408,408,408,408,50
20200304121500,408,407,408,407,9979
20200304120600,407,407,407,407,1
20200304120300,407,406,407,406,526
20200304120200,407,407,407,407,5
20200304120100,407,406,407,406,212
20200304115600,407,407,407,407,1
20200304115300,407,407,407,407,10
20200304115000,407,407,407,407,5
20200304114700,407,407,407,407,95
20200304113900,407,407,407,407,11
20200304113800,407,406,407,406,200
20200304113700,405,405,405,405,22
20200304113100,406,406,406,406,3
20200304112600,406,406,406,406,1
20200304112500,406,404,406,404,836
20200304111600,406,406,406,406,1
20200304111500,406,406,406,406,10
20200304111200,406,406,406,406,2
20200304111100,405,406,406,405,4
20200304110900,406,406,406,406,16
20200304110600,406,406,406,406,8
20200304110500,407,406,407,406,10
20200304110400,406,406,406,406,3
20200304110100,407,407,407,407,3
20200304110000,407,407,407,407,10
20200304105700,407,405,407,403,1110
20200304104100,407,407,407,407,1
20200304104000,407,407,407,407,212
20200304101100,407,407,407,407,5
20200304100900,407,406,407,406,40
20200304100100,406,406,406,406,3
20200304095800,406,406,406,406,20
20200304095600,406,406,406,406,6
20200304095500,406,406,406,406,1
20200304095100,403,404,404,403,404
20200304094900,404,404,404,404,100
20200304094600,406,406,406,406,1
20200304094500,403,404,404,403,738
20200304093800,403,405,405,403,2500
20200304093500,406,406,406,406,50
20200304093400,406,406,406,406,10
20200304093300,406,405,406,405,1760
20200304092900,405,405,405,405,3
20200304092800,403,403,403,403,3006
20200304092700,403,404,404,403,948
20200304092100,405,405,405,405,3
20200304092000,406,405,406,405,501
20200304091900,405,405,405,405,4
20200304091800,403,403,403,403,1010
20200304091400,404,404,404,404,13
20200304091100,406,405,406,405,87
20200304091000,405,405,405,405,1000
20200304090700,405,404,405,404,66
20200304090300,405,402,405,402,599
20200304090200,400,402,402,400,139
20200304090100,398,398,398,398,243
20200304090000,398,398,398,398,323
20200303153000,402,402,402,402,759
20200303151900,402,403,403,402,106
20200303151800,403,403,403,403,3
20200303151600,403,404,404,403,267
20200303151500,404,404,404,404,5
20200303151100,403,404,404,403,9793
20200303151000,405,405,405,405,5842
20200303150900,405,406,406,405,7743
20200303150700,407,407,407,407,23
20200303150600,409,409,409,409,7
20200303150300,409,409,409,409,1010
20200303150100,409,409,409,409,2
20200303145900,409,409,409,409,22
20200303145600,409,409,409,409,18
20200303145400,409,409,409,409,21
20200303145100,409,409,409,409,4
20200303144900,409,409,409,409,15
20200303144600,409,409,409,409,8
20200303144400,409,409,409,409,27
20200303144100,409,409,409,409,5
20200303143900,409,409,409,409,22
20200303143600,409,409,409,409,8
20200303143400,409,409,409,409,18
20200303143100,409,409,409,409,8
20200303142800,409,409,409,409,20
20200303142600,409,409,409,409,4
20200303142500,409,409,409,409,7
20200303142400,410,410,410,410,18
20200303142300,410,410,410,410,1
20200303142100,410,410,410,410,6
20200303141900,410,410,410,410,12
20200303141600,410,410,410,410,7
20200303141500,410,410,410,410,2
20200303141400,410,405,410,405,38799
20200303141300,406,408,408,406,2000
20200303140600,410,410,410,410,1
20200303140200,410,410,410,410,9
20200303140100,410,410,410,410,2
20200303135900,410,410,410,410,1
20200303135800,408,409,409,408,11
20200303135700,409,409,409,409,20
20200303135300,410,410,410,410,6
20200303135200,410,410,410,410,10
20200303125900,410,410,410,410,10
20200303125600,410,410,410,410,5
20200303125500,410,410,410,410,9
20200303125100,410,410,410,410,13
20200303125000,410,410,410,410,20
20200303124700,410,410,410,410,2
20200303124600,410,410,410,410,23
20200303124500,410,410,410,410,1
20200303124300,404,408,408,404,20000
20200303124200,410,410,410,410,2
20200303124100,410,410,410,410,7
20200303124000,410,410,410,410,19
20200303123000,410,410,410,410,1
20200303121800,407,407,407,407,3191
20200303121700,407,409,409,407,5400
20200303121500,411,410,411,410,61
20200303121100,411,411,411,411,2
20200303121000,411,411,411,411,13
20200303120700,411,411,411,411,9
20200303120500,411,411,411,411,6
20200303120100,411,411,411,411,2
20200303120000,411,411,411,411,9
20200303115700,411,411,411,411,12
20200303115500,411,411,411,411,17
20200303115100,411,411,411,411,8
20200303115000,411,411,411,411,25
20200303114700,411,411,411,411,19
20200303114500,411,411,411,411,30
20200303114100,411,411,411,411,8
20200303114000,411,411,411,411,22
20200303113700,412,412,412,412,27
20200303113400,412,412,412,412,11
20200303113300,412,410,412,410,3454
20200303113100,410,410,410,410,11
20200303113000,410,410,410,410,69
20200303112400,411,411,411,411,1
20200303112200,408,409,409,408,56
20200303112100,409,409,409,409,1
20200303110400,411,411,411,411,17
20200303105800,412,409,412,409,2
20200303105700,412,412,412,412,10
20200303105500,405,411,411,405,5085
20200303105300,414,414,414,414,1
20200303104900,412,412,412,412,5
20200303103400,414,410,414,410,9070
20200303103300,414,414,414,414,10
20200303103200,410,410,410,410,3915
20200303103100,410,411,411,410,1000
20200303101400,414,412,414,412,58
20200303101300,412,412,412,412,990
20200303101200,413,413,413,413,518
20200303100600,415,415,415,415,10
20200303100300,413,413,413,413,3
20200303095800,415,415,415,415,10
20200303095600,413,413,413,413,1
20200303095000,416,416,416,416,1
20200303094900,412,412,412,412,1915
20200303094700,412,412,412,412,8
20200303094000,412,412,412,412,20
20200303093900,412,412,412,412,10
20200303093800,412,412,412,412,4
20200303093300,411,411,411,411,11
20200303093200,412,412,412,412,1
20200303092900,410,410,410,410,500
20200303092600,411,411,411,411,1129
20200303092400,411,411,411,411,1
20200303092300,410,410,410,410,1157
20200303092100,410,410,410,410,9
20200303091900,409,409,409,409,11
20200303091800,410,409,410,409,9
20200303091500,409,410,410,409,3
20200303091300,410,410,410,410,121
20200303091000,409,409,409,409,1218
20200303090900,409,409,409,409,1
20200303090800,409,406,409,406,4
20200303090200,405,406,406,405,1991
20200303090100,411,411,411,411,1
20200303090000,404,407,407,404,1507
20200302153000,404,404,404,404,10
20200302151900,404,404,404,404,1
20200302151700,401,401,401,401,2500
20200302151100,404,404,404,404,8
20200302150800,404,404,404,404,1
20200302145800,404,404,404,404,10
20200302145500,400,401,401,400,10000
20200302145400,404,404,404,404,10
20200302144900,402,402,402,402,4059
20200302144700,403,403,403,403,500
20200302143400,404,404,404,404,3
20200302141900,403,402,403,402,520
20200302140900,404,402,404,402,5
20200302140700,402,402,402,402,250
20200302140400,404,404,404,404,500
20200302140100,404,404,404,404,2
20200302135500,403,404,404,403,1220
20200302135400,404,404,404,404,372
20200302134700,404,404,404,404,6160
